Calcium,Iron,Potassium,Magnesium,Phosphorus,Sodium,Zinc,Copper,Manganese,Selenium,Fluoride,Molybdenum,Iodine,Chlorine,Chromium
6,0.3,190,9,20,0,0.2,0.1,0.1,0.1,4,null,null,null,null
