FoodName,Weight,Calories,Fat,Protein,Carbohydrate,Sugars,Fiber,Cholesterol,SaturatedFats,NetCarbs,TransFattyAcids
Peaches Yellow Raw,100,39,0.3,0.9,9.5,8.4,1.5,0,0,8,0
