Calcium,Iron,Potassium,Magnesium,Phosphorus,Sodium,Zinc,Copper,Manganese,Selenium,Fluoride,Molybdenum,Iodine,Chlorine,Chromium
10,0.5,79,44,77,1,0.6,0.1,1.1,null,null,null,null,null,null
