FoodName,Weight,Calories,Fat,Protein,Carbohydrate,Sugars,Fiber,Cholesterol,SaturatedFats,NetCarbs,TransFattyAcids
Rice Brown Medium-Grain Cooked (Includes Foods For Usda&#39;s Food Distribution Program),100,112,0.8,2.3,23.5,--,1.8,0,0.2,21.7,--
