Calcium,Iron,Potassium,Magnesium,Phosphorus,Sodium,Zinc,Copper,Manganese,Selenium,Fluoride,Molybdenum,Iodine,Chlorine,Chromium
14,0.3,191,5,10,2,0,0,0.7,0.1,null,null,null,null,null
