Calcium,Iron,Potassium,Magnesium,Phosphorus,Sodium,Zinc,Copper,Manganese,Selenium,Fluoride,Molybdenum,Iodine,Chlorine,Chromium
9,0.2,116,7,12,1,0.1,0.1,0,0.1,2.2,null,null,null,null
