Calcium,Iron,Potassium,Magnesium,Phosphorus,Sodium,Zinc,Copper,Manganese,Selenium,Fluoride,Molybdenum,Iodine,Chlorine,Chromium
29,0.6,162,20,22,1,0.5,0.2,0.6,0.4,null,null,null,null,null
