Soluble Fiber,Insoluble Fiber,Added Sugar,Sucrose,Glucose Dextrose,Fructose,Lactose,Maltose,Galactose,Starch,Carbohydrate other,Total sugar alcohols
null,null,null,0.1,2.3,2.4,0,0.1,0,0,null,null
