FoodName,Weight,Calories,Fat,Protein,Carbohydrate,Sugars,Fiber,Cholesterol,SaturatedFats,NetCarbs,TransFattyAcids
Blueberries Raw,100,57,0.3,0.7,14.5,10,2.4,0,0,12.1,0
