FoodName,Weight,Calories,Fat,Protein,Carbohydrate,Sugars,Fiber,Cholesterol,SaturatedFats,NetCarbs,TransFattyAcids
Eggplant Cooked Boiled Drained Without Salt,100,35,0.2,0.8,8.7,3.2,2.5,0,0,6.2,0
