Calcium,Iron,Potassium,Magnesium,Phosphorus,Sodium,Zinc,Copper,Manganese,Selenium,Fluoride,Molybdenum,Iodine,Chlorine,Chromium
6,0.3,123,11,15,1,0.1,0.1,0.1,0.1,null,null,null,null,null
