FoodName,Weight,Calories,Fat,Protein,Carbohydrate,Sugars,Fiber,Cholesterol,SaturatedFats,NetCarbs,TransFattyAcids
Apricots Raw,100,48,0.4,1.4,11.1,9.2,2,0,0,9.1,0
