Calcium,Iron,Potassium,Magnesium,Phosphorus,Sodium,Zinc,Copper,Manganese,Selenium,Fluoride,Molybdenum,Iodine,Chlorine,Chromium
13,0.4,259,10,23,1,0.2,0.1,0.1,0.1,null,null,null,null,null
