Calcium,Iron,Potassium,Magnesium,Phosphorus,Sodium,Zinc,Copper,Manganese,Selenium,Fluoride,Molybdenum,Iodine,Chlorine,Chromium
25,0.7,151,22,29,1,0.4,0.1,0.7,0.2,null,null,null,null,null
