Calcium,Iron,Potassium,Magnesium,Phosphorus,Sodium,Zinc,Copper,Manganese,Selenium,Fluoride,Molybdenum,Iodine,Chlorine,Chromium
10,0.3,237,11,24,5,0.2,0.1,0.1,0,2.3,null,null,null,null
