Calcium,Iron,Potassium,Magnesium,Phosphorus,Sodium,Zinc,Copper,Manganese,Selenium,Fluoride,Molybdenum,Iodine,Chlorine,Chromium
16,0.4,261,18,38,8,0.3,0.1,0.2,0.2,null,null,null,null,null
