FoodName,Weight,Calories,Fat,Protein,Carbohydrate,Sugars,Fiber,Cholesterol,SaturatedFats,NetCarbs,TransFattyAcids
Squash Summer Zucchini Includes Skin Raw,100,17,0.3,1.2,3.1,2.5,1,0,0.1,2.1,0
