FoodName,Weight,Calories,Fat,Protein,Carbohydrate,Sugars,Fiber,Cholesterol,SaturatedFats,NetCarbs,TransFattyAcids
Bananas Raw,100,89,0.3,1.1,22.8,12.2,2.6,0,0.1,20.2,0
