Calcium,Iron,Potassium,Magnesium,Phosphorus,Sodium,Zinc,Copper,Manganese,Selenium,Fluoride,Molybdenum,Iodine,Chlorine,Chromium
5,0.3,358,27,22,1,0.2,0.1,0.3,1,2.2,null,null,null,null
