FoodName,Weight,Calories,Fat,Protein,Carbohydrate,Sugars,Fiber,Cholesterol,SaturatedFats,NetCarbs,TransFattyAcids
Plums Raw,100,46,0.3,0.7,11.4,9.9,1.4,0,0,10,0
