Calcium,Iron,Potassium,Magnesium,Phosphorus,Sodium,Zinc,Copper,Manganese,Selenium,Fluoride,Molybdenum,Iodine,Chlorine,Chromium
9.9,0.3,259.1,11.5,26.4,0,0.2,0.1,0.1,0,3.3,null,null,null,null
