Calcium,Iron,Potassium,Magnesium,Phosphorus,Sodium,Zinc,Copper,Manganese,Selenium,Fluoride,Molybdenum,Iodine,Chlorine,Chromium
16,0.3,147,13,24,2,0.2,0,0.1,0.3,1.3,null,null,null,null
