Soluble Fiber,Insoluble Fiber,Added Sugar,Sucrose,Glucose Dextrose,Fructose,Lactose,Maltose,Galactose,Starch,Carbohydrate other,Total sugar alcohols
null,null,null,0,0.8,0.9,0,0,0,0.8,null,null
