FoodName,Weight,Calories,Fat,Protein,Carbohydrate,Sugars,Fiber,Cholesterol,SaturatedFats,NetCarbs,TransFattyAcids
Lettuce Iceberg (Includes Crisphead Types) Raw,100,14,0.1,0.9,3,2,1.2,0,0,1.8,0
