FoodName,Weight,Calories,Fat,Protein,Carbohydrate,Sugars,Fiber,Cholesterol,SaturatedFats,NetCarbs,TransFattyAcids
Peppers Sweet Green Raw,100,20,0.2,0.9,4.6,2.4,1.7,0,0.1,2.9,0
